file_name,leaf_count,average_leaf_area,projected_leaf_area,diameter,perimeter,compactness,stockiness
./data/PotatoLeaf/IMG_8060.JPG,8,147.83535,1098.3491999999999,53.87233241655683,347.72999999999996,0.7079691400387631,0.11414738874962095
./data/PotatoLeaf/IMG_8064.JPG,13,38.99464615384615,365.5512,36.63227265677083,243.42,0.5906927297767783,0.07752567598456402
./data/PotatoLeaf/IMG_8068.JPG,6,108.1932,649.044,44.1781959794648,233.85,0.7441704959038427,0.14914519113296934
./data/PotatoLeaf/IMG_8073.JPG,13,69.59187692307692,899.316,51.91059429442125,314.46,0.7124192838875776,0.11428556087238367
./data/PotatoLeaf/IMG_8077.JPG,22,21.958527272727274,452.0268,36.87167205321722,338.84999999999997,0.6246876574150658,0.04947195448242443
./data/PotatoLeaf/IMG_8081.JPG,12,141.67049999999998,1492.8372,64.63129427761756,476.21999999999997,0.7183617256709031,0.08271933823655636
./data/PotatoLeaf/IMG_8086.JPG,7,19.750114285714282,138.1068,27.380945929605865,108.11999999999999,0.4615167145370609,0.14846116101072213
./data/PotatoLeaf/IMG_8090.JPG,3,12.889199999999997,38.6676,12.651679730375726,41.4,0.559828001824223,0.2835021776282963
./data/PotatoLeaf/IMG_8094.JPG,6,103.00319999999999,617.9616,40.03274909371076,247.5,0.747499621690884,0.12677130074143256
./data/PotatoLeaf/IMG_8099.JPG,3,14.626799999999998,43.8804,11.878257447959276,43.62,0.703356943983612,0.28980716558301245
./data/PotatoLeaf/IMG_8103.JPG,10,162.51623999999998,214.4448,47.33541802920938,327.12,0.17032726264147646,0.025183215888121287
./data/PotatoLeaf/IMG_8106.JPG,20,191.106,1214.6616,69.62013070944352,987.03,0.4051154825744307,0.015667671608331765
./data/PotatoLeaf/IMG_8109.JPG,51,71.35228235294119,3007.764,82.95412828786762,1388.1599999999999,0.7194095002368999,0.019614379282122472
./data/PotatoLeaf/IMG_8112.JPG,29,81.05027586206896,2147.706,88.70882819652168,869.37,0.524072150017009,0.035708811458549976
./data/PotatoLeaf/IMG_8114.JPG,29,91.90924137931036,2437.1136,89.35284326757598,848.37,0.6490103080775169,0.04255151546175528
./data/PotatoLeaf/IMG_8117.JPG,22,231.65558181818184,404.2116,83.17979201705182,969.51,0.11696336515646759,0.005403983953526176
./data/PotatoLeaf/IMG_8120.JPG,17,181.77564705882352,2114.9532,81.48354557823316,698.25,0.6265710951291952,0.05451157584150114
./data/PotatoLeaf/IMG_8125.JPG,33,102.62967272727272,3060.3312,89.89470840933853,1118.6699999999998,0.7117202404935454,0.030730831469413623
./data/PotatoLeaf/IMG_8128.JPG,9,139.5404,1255.5252,64.33646710847589,384.53999999999996,0.7085097165459345,0.10669701118665659
./data/PotatoLeaf/IMG_8131.JPG,32,169.46763750000002,191.3652,84.96166311931516,1081.71,0.05586049430815538,0.002055186026418319
./data/PotatoLeaf/IMG_8134.JPG,29,161.51350344827583,211.1652,84.66317853707123,957.75,0.06527531293496033,0.0028928631594884145
./data/PotatoLeaf/IMG_8137.JPG,27,109.96239999999999,2436.4584,77.70587236496351,942.4499999999999,0.6682433254681406,0.03447086861547851
./data/PotatoLeaf/IMG_8143.JPG,8,78.3099,52.3656,32.2423107112378,165.35999999999999,0.10753407568266876,0.02406550728697337
./data/PotatoLeaf/IMG_8148.JPG,6,44.8296,239.4792,39.263685512187976,147.84,0.48149307584988904,0.13768725919612562
./data/PotatoLeaf/IMG_8153.JPG,14,18.916199999999996,150.9948,23.352914165045867,187.92,0.5237849937716,0.05373111435269459
./data/PotatoLeaf/IMG_8157.JPG,5,29.538,75.69,19.148039064092178,87.99,0.45980153631666715,0.1228518593476384
./data/PotatoLeaf/IMG_8162.JPG,6,20.935200000000002,125.172,32.21472023780433,93.27,0.4835698217383899,0.18081443637109476
./data/PotatoLeaf/IMG_8167.JPG,11,159.53498181818182,1148.76,50.80255308545034,457.28999999999996,0.8213520649308282,0.06903284313493381
./data/PotatoLeaf/IMG_8171.JPG,4,51.523199999999996,14.0544,16.549833836023854,81.42,0.09080917628587216,0.026641580015769214
./data/PotatoLeaf/IMG_8176.JPG,6,23.0388,5.8248,19.379396275426124,61.949999999999996,0.03985540714466058,0.019072527977799618
./data/PotatoLeaf/IMG_8181.JPG,5,71.78544,22.0752,21.698317907155843,99.84,0.09513208264328182,0.02782949760744009
./data/PotatoLeaf/IMG_8185.JPG,2,701.6544,1315.1879999999999,50.17802905655024,180.48,0.9534217474788136,0.5073872351636589
